concept_id,text,text_alt,romanization_hepburn,ipa,literal,confidence,provenance
hotel-words.check-out,チェックアウト,,chekkuauto,tɕekkɯaɯto,,2,japanese-reviewed-v6;ipa=hepburn
room-problems.can-i-change-rooms,部屋を変えられますか？,,heya o kaeraremasu ka?,heja o kaeɾaɾemasɯ ka,,2,japanese-reviewed-v6;ipa=hepburn
hotel-basics.can-i-charge-my-phone,スマホを充電できますか？,,sumaho o jūden dekimasu ka?,sɯmaho o dʑɯːdeɴ dekimasɯ ka,,2,japanese-reviewed-v6;ipa=hepburn
hotel-requests.no-housekeeping,掃除は不要です,,sōji wa fuyō desu,soːdʑi wa ɸɯjoː desɯ,,2,japanese-reviewed-v6;ipa=hepburn
laundry.how-much-per-kilo,一キロいくらですか？,,ichikiro ikura desu ka?,itɕikiɾo ikɯɾa desɯ ka,,2,ja-agent-v1;ipa=hepburn
room-problems.the-room-is-too-noisy,部屋がうるさすぎます,,heya ga urusasugimasu,heja ɡa ɯɾɯsasɯɡimasɯ,,2,japanese-reviewed-v6;ipa=hepburn
hotel-basics.i-would-like-a-non-smoking-room,禁煙室をお願いします,,kin'enshitsu o onegaishimasu,kiɴeɴɕitsɯ o oneɡaiɕimasɯ,,2,japanese-reviewed-v6;ipa=hepburn
laundry.can-it-be-ready-today,今日できますか？,,kyō dekimasu ka?,kjoː dekimasɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-basics.i-would-like-a-quiet-room,静かな部屋をお願いします,,shizuka na heya o onegaishimasu,ɕizɯka na heja o oneɡaiɕimasɯ,,2,japanese-reviewed-v6;ipa=hepburn
laundry.please-do-not-use-bleach,漂白剤は使わないでください,,hyōhakuzai wa tsukawanaide kudasai,çoːhakɯzai wa tsɯkawanaide kɯdasai,,2,ja-agent-v1;ipa=hepburn
room-problems.the-key-does-not-work,鍵が開きません,,kagi ga akimasen,kaɡi ɡa akimaseɴ,,2,ja-agent-v1;ipa=hepburn
hotel-basics.is-there-a-washing-machine,洗濯機はありますか？,,sentakuki wa arimasu ka?,seɴtakɯki wa aɾimasɯ ka,,2,japanese-reviewed-v6;ipa=hepburn
laundry.laundromat,コインランドリー,,koin randorī,koiɴ ɾaɴdoɾiː,,2,ja-agent-v1;ipa=hepburn
room-problems.the-toilet-will-not-flush,トイレの水が流れません,,toire no mizu ga nagaremasen,toiɾe no mizɯ ɡa naɡaɾemaseɴ,,2,ja-agent-v1;ipa=hepburn
laundry.please-iron-this,アイロンをかけてください,,airon o kakete kudasai,aiɾoɴ o kakete kɯdasai,,2,ja-agent-v1;ipa=hepburn
room-problems.the-light-does-not-work,電気が付きません,,denki ga tsukimasen,deɴki ɡa tsɯkimaseɴ,,2,ja-agent-v1;ipa=hepburn
laundry.detergent,洗剤,,senzai,seɴzai,,2,ja-agent-v1;ipa=hepburn
room-problems.please-send-someone,直しに来てもらえますか？,,naoshi ni kite moraemasu ka?,naoɕi ɲi kite moɾaemasɯ ka,,2,ja-agent-v1;ipa=hepburn
laundry.dry-cleaning,ドライクリーニング,,dorai kurīningu,doɾai kɯɾiːɲiɴɡɯ,,2,ja-agent-v1;ipa=hepburn
room-problems.the-heating-does-not-work,暖房が効きません,,danbō ga kikimasen,daɴboː ɡa kikimaseɴ,,2,ja-agent-v1;ipa=hepburn
laundry.dryer,乾燥機,,kansōki,kaɴsoːki,,2,ja-agent-v1;ipa=hepburn
laundry.coin-operated,コイン式,,koinshiki,koiɴɕiki,,2,ja-agent-v1;ipa=hepburn
hotel-basics.is-wi-fi-free,Wi-Fiは無料ですか？,,wai-fai wa muryō desu ka?,,,2,japanese-reviewed-v6
hotel-requests.another-towel-please,タオルをもう一枚お願いします,,taoru o mō ichimai onegaishimasu,taoɾɯ o moː itɕimai oneɡaiɕimasɯ,,2,japanese-reviewed-v6;ipa=hepburn
hotel-words.luggage-storage,荷物預かり,,nimotsu azukari,ɲimotsɯ azɯkaɾi,,2,japanese-reviewed-v6;ipa=hepburn
hotel-basics.how-much-per-night,一泊いくらですか？,,ippaku ikura desu ka?,ippakɯ ikɯɾa desɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-requests.what-time-is-check-out,チェックアウトは何時ですか？,,chekkuauto wa nanji desu ka?,tɕekkɯaɯto wa naɴdʑi desɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-basics.is-breakfast-included,朝食は付いていますか？,,chōshoku wa tsuiteimasu ka?,tɕoːɕokɯ wa tsɯiteimasɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-requests.can-i-check-in-early,アーリーチェックインできますか？,,ārī chekkuin dekimasu ka?,aːɾiː tɕekkɯiɴ dekimasɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-basics.may-i-see-the-room,部屋を見せてもらえますか？,,heya o misete moraemasu ka?,heja o misete moɾaemasɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-requests.another-night,もう一泊できますか？,,mō ippaku dekimasu ka?,moː ippakɯ dekimasɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-basics.for-nights,{}泊お願いします,,{} haku onegaishimasu,{} hakɯ oneɡaiɕimasɯ,,2,ja-agent-v1;ipa=hepburn
hotel-requests.is-there-a-safe,金庫はありますか？,,kinko wa arimasu ka?,kiɴko wa aɾimasɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-basics.two-beds,ツインルームをお願いします,,tsuin rūmu o onegaishimasu,tsɯiɴ ɾɯːmɯ o oneɡaiɕimasɯ,,2,ja-agent-v1;ipa=hepburn
hotel-requests.another-blanket,毛布をもう一枚お願いします,,mōfu o mō ichimai onegaishimasu,moːɸɯ o moː itɕimai oneɡaiɕimasɯ,,2,ja-agent-v1;ipa=hepburn
hotel-basics.is-there-air-conditioning,エアコンはありますか？,,eakon wa arimasu ka?,eakoɴ wa aɾimasɯ ka,,2,ja-agent-v1;ipa=hepburn
hotel-requests.wake-up-call,{}に起こしてください,,{} ni okoshite kudasai,{} ɲi okoɕite kɯdasai,,2,ja-agent-v1;ipa=hepburn
