concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
communication.i-do-not-understand-spoken,אני לא מבין מה שאומרים,אֲנִי לֹא מֵבִין מָה שֶׁאוֹמְרִים,ani lo mevin ma sheomrim,anˈi lˈo mevˈin mˈa ʃeomʁˈim,I do not understand what is being said,2,he-agent-v1;ipa=bgn
communication.i-cannot-read-understand,אני לא יודע לקרא,אֲנִי לֹא יוֹדֵעַ לִקְרֹא,ani lo yodéa‘ liqro,anˈi lˈo jodˈea likʁˈo,I do not know how to read,2,he-agent-v1;ipa=bgn
communication.please-say-it-again,אפשר לחזר על זה?,אֶפְשָׁר לַחֲזֹר עַל זֶה?,efshar laẖazor ‘al ze?,efʃˈaʁ laxazˈoʁ ˈal zˈe,can that be repeated?,2,he-agent-v1;ipa=bgn
communication.please-write-it-down,אפשר לכתב את זה?,אֶפְשָׁר לִכְתֹּב אֶת זֶה?,efshar likhtov et ze?,efʃˈaʁ lixtˈov ˈet zˈe,,2,he-agent-v1;ipa=bgn
communication.please-wait-a-moment,"רגע, בבקשה","רֶגַע, בְּבַקָּשָׁה","réga‘, bevaqasha","ʁˈeɡa, bevakaʃˈa","a moment, please",2,he-agent-v1;ipa=bgn
communication.can-you-help-me,אפשר לעזר לי?,אֶפְשָׁר לַעֲזֹר לִי?,efshar la‘azor li?,efʃˈaʁ laazˈoʁ lˈi,is it possible to help me?,2,he-agent-v1;ipa=bgn
communication.please-show-me-the-text,אפשר להראות לי את זה ב{target}?,אֶפְשָׁר לְהַרְאוֹת לִי אֶת זֶה בְּ{target}?,efshar leharot li et ze be{target}?,efʃˈaʁ lehaʁˈot lˈi ˈet zˈe bˈe {target},,2,he-agent-v1;ipa=bgn
communication.i-cannot-make-out-what-you-are-saying,לא ברור לי מה שאומרים,לֹא בָּרוּר לִי מָה שֶׁאוֹמְרִים,lo barur li ma sheomrim,lˈo baʁˈuʁ lˈi mˈa ʃeomʁˈim,what is being said is not clear to me,2,he-agent-v1;ipa=bgn
communication.i-do-not-understand,אני לא מבין,אֲנִי לֹא מֵבִין,ani lo mevin,anˈi lˈo mevˈin,masculine; a woman says mevina,2,he-agent-v1;ipa=bgn
communication.i-cannot-read-it,אני לא יכול לקרא את זה,אֲנִי לֹא יָכוֹל לִקְרֹא אֶת זֶה,ani lo yakhol liqro et ze,anˈi lˈo jaxˈol likʁˈo ˈet zˈe,,2,he-agent-v1;ipa=bgn
quick-responses.please-go-ahead,בבקשה,בְּבַקָּשָׁה,bevaqasha,bevakaʃˈa,,2,he-agent-v1;ipa=bgn
quick-responses.yes-right,כן / נכון,כֵּן / נָכוֹן,ken / nakhon,kˈen / naxˈon,,2,he-agent-v1;ipa=bgn
quick-responses.no-not,לא,לֹא,lo,lˈo,,2,he-agent-v1;ipa=bgn
quick-responses.okay-can,בסדר / אפשר,בְּסֵדֶר / אֶפְשָׁר,beséder / efshar,besˈedeʁ / efʃˈaʁ,,2,he-agent-v1;ipa=bgn
quick-responses.cannot-not-allowed,אסור,אָסוּר,asur,asˈuʁ,forbidden,2,he-agent-v1;ipa=bgn
quick-responses.works-okay,עובד,עוֹבֵד,‘oved,ovˈed,it works,2,he-agent-v1;ipa=bgn
quick-responses.does-not-work-no,לא עובד,לֹא עוֹבֵד,lo ‘oved,lˈo ovˈed,,2,he-agent-v1;ipa=bgn
quick-responses.can-possible,אפשר,אֶפְשָׁר,efshar,efʃˈaʁ,it is possible,2,he-agent-v1;ipa=bgn
quick-responses.cannot-not-possible,אי אפשר,אִי אֶפְשָׁר,i efshar,ˈi efʃˈaʁ,not possible,2,he-agent-v1;ipa=bgn
quick-responses.okay-fine,בסדר,בְּסֵדֶר,beséder,besˈedeʁ,,2,he-agent-v1;ipa=bgn
quick-responses.no-good-not-allowed-will-not-work,לא טוב,לֹא טוֹב,lo tov,lˈo tˈov,not good,2,he-agent-v1;ipa=bgn
phone-translation.i-am-using-phone-translation,אני משתמש בתרגום מהטלפון,אֲנִי מִשְׁתַּמֵּשׁ בְּתַרְגּוּם מֵהַטֶּלֶפוֹן,ani mishtamesh betargum mehatélefon,anˈi miʃtamˈeʃ betaʁɡˈum mehatˈelefon,I am using translation from the phone,2,he-agent-v1;ipa=bgn
phone-translation.please-speak-toward-the-phone,אפשר לדבר לתוך הטלפון?,אֶפְשָׁר לְדַבֵּר לְתוֹךְ הַטֶּלֶפוֹן?,efshar ledaber letokh hatélefon?,efʃˈaʁ ledabˈeʁ letˈox hatˈelefon,,2,he-agent-v1;ipa=bgn
phone-translation.please-write-the-place-name,אפשר לכתב את שם המקום ב{target}?,אֶפְשָׁר לִכְתֹּב אֶת שֵׁם הַמָּקוֹם בְּ{target}?,efshar likhtov et shem hamaqom be{target}?,efʃˈaʁ lixtˈov ˈet ʃˈem hamakˈom bˈe {target},,2,he-agent-v1;ipa=bgn
phone-translation.one-sentence-at-a-time-please,"משפט אחד כל פעם, בבקשה","מִשְׁפָּט אֶחָד כׇּל פַּעַם, בְּבַקָּשָׁה","mishpat eẖad kol pá‘am, bevaqasha","miʃpˈat exˈad kˈol pˈaam, bevakaʃˈa","one sentence each time, please",2,he-agent-v1;ipa=bgn
phone-translation.please-type-it-and-show-me,אפשר להקליד את זה ולהראות לי?,אֶפְשָׁר לְהַקְלִיד אֶת זֶה וּלְהַרְאוֹת לִי?,efshar lehaqlid et ze uleharot li?,efʃˈaʁ lehaklˈid ˈet zˈe ulehaʁˈot lˈi,,2,he-agent-v1;ipa=bgn
phone-translation.please-look-at-the-screen,אפשר להסתכל על המסך?,אֶפְשָׁר לְהִסְתַּכֵּל עַל הַמַּסָּךְ?,efshar lehistakel ‘al hamasakh?,efʃˈaʁ lehistakˈel ˈal hamasˈax,can you look at the screen?,2,he-agent-v1;ipa=bgn
phone-text-power.please-type-it-for-me,אפשר להקליד את זה בשבילי?,אֶפְשָׁר לְהַקְלִיד אֶת זֶה בִּשְׁבִילִי?,efshar lehaqlid et ze bishvili?,efʃˈaʁ lehaklˈid ˈet zˈe biʃvilˈi,,2,he-agent-v1;ipa=bgn
phone-text-power.please-use-simple-words,אפשר להשתמש במלים פשוטות?,אֶפְשָׁר לְהִשְׁתַּמֵּשׁ בְּמִלִּים פְּשׁוּטוֹת?,efshar lehishtamesh bemilim peshutot?,efʃˈaʁ lehiʃtamˈeʃ bemilˈim peʃutˈot,,2,he-agent-v1;ipa=bgn
phone-text-power.my-phone-battery-is-low,הסוללה שלי כמעט נגמרה,הַסּוֹלְלָה שֶׁלִּי כִּמְעַט נִגְמְרָה,hasoléla sheli kim‘at nigméra,hasolˈela ʃelˈi kimˈat niɡmˈeʁa,my battery is almost finished,2,he-agent-v1;ipa=bgn
phone-text-power.do-you-have-a-power-bank,יש סוללה נידת?,יֵשׁ סוֹלְלָה נַיֶּדֶת?,yesh soléla nayédet?,jˈeʃ solˈela najˈedet,is there a portable battery?,2,he-agent-v1;ipa=bgn
phone-text-power.the-translation-may-be-inaccurate,התרגום עלול להיות לא מדיק,הַתַּרְגּוּם עָלוּל לִהְיוֹת לֹא מְדֻיָּק,hatargum ‘alul lihyot lo meduyaq,hataʁɡˈum alˈul lihjˈot lˈo medujˈak,the translation may be inaccurate,2,he-agent-v1;ipa=bgn
phone-text-power.please-confirm,אפשר לאשר?,אֶפְשָׁר לְאַשֵּׁר?,efshar le’asher?,efʃˈaʁ leaʃˈeʁ,can you confirm?,2,he-agent-v1;ipa=bgn
phone-text-power.may-i-charge-my-phone-here,אפשר להטעין כאן את הטלפון?,אֶפְשָׁר לְהַטְעִין כָּאן אֶת הַטֶּלֶפוֹן?,efshar lehat‘in kan et hatélefon?,efʃˈaʁ lehatˈin kˈan ˈet hatˈelefon,,2,he-agent-v1;ipa=bgn
sim-data.i-would-like-a-tourist-sim,אני רוצה כרטיס סים לתירים,אֲנִי רוֹצֶה כַּרְטִיס סִים לְתַיָּרִים,ani rotse kartis sim letayarim,anˈi ʁotsˈe kaʁtˈis sˈim letajaʁˈim,a SIM card for tourists,2,he-agent-v1;ipa=bgn
sim-data.may-i-use-your-wifi,אפשר להשתמש ב-Wi-Fi?,אֶפְשָׁר לְהִשְׁתַּמֵּשׁ בַּ-Wi-Fi?,efshar lehishtamesh ba-Wi-Fi?,efʃˈaʁ lehiʃtamˈeʃ bˈa vajˈfaj,,2,he-agent-v1;ipa=bgn+loan
sim-data.how-much-data-is-included,כמה ג׳יגה כלול?,כַּמָּה גִ׳יגָה כׇּלוּל?,káma ǧíga kolul?,kˈama dʒˈiɡa kolˈul,how many giga are included?,2,he-agent-v1;ipa=bgn
sim-data.do-you-need-my-passport,צריך את הדרכון שלי?,צָרִיךְ אֶת הַדַּרְכּוֹן שֶׁלִּי?,tsarikh et hadarkon sheli?,tsaʁˈix ˈet hadaʁkˈon ʃelˈi,is my passport needed?,2,he-agent-v1;ipa=bgn
sim-data.how-long-is-it-valid,לכמה זמן זה בתקף?,לְכַמָּה זְמַן זֶה בְּתֹקֶף?,lekháma zeman ze betóqef?,lexˈama zemˈan zˈe betˈokef,for how long is it valid?,2,he-agent-v1;ipa=bgn
sim-data.please-activate-it,אפשר להפעיל את זה?,אֶפְשָׁר לְהַפְעִיל אֶת זֶה?,efshar lehaf‘il et ze?,efʃˈaʁ lehafˈil ˈet zˈe,can it be activated?,2,he-agent-v1;ipa=bgn
sim-data.do-you-have-an-esim,יש eSIM?,יֵשׁ eSIM?,yesh eSIM?,jˈeʃ iˈsim,,2,he-agent-v1;ipa=bgn+loan
sim-data.my-data-is-not-working,הגלישה שלי לא עובדת,הַגְּלִישָׁה שֶׁלִּי לֹא עוֹבֶדֶת,haglisha sheli lo ‘ovédet,haɡliʃˈa ʃelˈi lˈo ovˈedet,my browsing does not work,2,he-agent-v1;ipa=bgn
sim-data.does-it-need-registration,צריך רשום?,צָרִיךְ רִשּׁוּם?,tsarikh rishum?,tsaʁˈix ʁiʃˈum,is registration needed?,2,he-agent-v1;ipa=bgn
sim-data.i-have-no-signal,אין לי קלט,אֵין לִי קֶלֶט,eyn li qélet,ejn lˈi kˈelet,I have no reception,2,he-agent-v1;ipa=bgn
sim-data.please-write-the-wifi-password,אפשר לכתב את סיסמת ה-Wi-Fi?,אֶפְשָׁר לִכְתֹּב אֶת סִיסְמַת הַ-Wi-Fi?,efshar likhtov et sismat ha-Wi-Fi?,efʃˈaʁ lixtˈov ˈet sismˈat hˈa vajˈfaj,,2,he-agent-v1;ipa=bgn+loan
sim-data.sim-card,כרטיס סים,כַּרְטִיס סִים,kartis sim,kaʁtˈis sˈim,,2,he-agent-v1;ipa=bgn
sim-data.where-can-i-buy-a-plug-adapter,איפה אפשר לקנות מתאם לשקע?,אֵיפֹה אֶפְשָׁר לִקְנוֹת מַתְאֵם לְשֶׁקַע?,éyfo efshar liqnot mat’em leshéqa‘?,ˈejfo efʃˈaʁ liknˈot matˈem leʃˈeka,,2,he-agent-v1;ipa=bgn
sim-data.mobile-data,חבילת גלישה,חֲבִילַת גְּלִישָׁה,ẖavilat gelisha,xavilˈat ɡeliʃˈa,browsing package,2,he-agent-v1;ipa=bgn
sim-data.can-i-top-up-this-sim,אפשר לטען את הכרטיס הזה?,אֶפְשָׁר לְטַעֵן אֶת הַכַּרְטִיס הַזֶּה?,efshar leta‘en et hakartis haze?,efʃˈaʁ letaˈen ˈet hakaʁtˈis hazˈe,can this card be loaded?,2,he-agent-v1;ipa=bgn
sim-data.top-up,טעינה,טְעִינָה,te‘ina,teinˈa,loading,2,he-agent-v1;ipa=bgn
sim-data.is-there-coverage-in,יש קלט ב{}?,יֵשׁ קֶלֶט בְּ{}?,yesh qélet be{}?,jˈeʃ kˈelet bˈe {},is there reception in {}?,2,he-agent-v1;ipa=bgn
sim-data.signal,קלט,קֶלֶט,qélet,kˈelet,reception,2,he-agent-v1;ipa=bgn
sim-data.esim,eSIM,eSIM,eSIM,iˈsim,,2,he-agent-v1;ipa=bgn+loan
sim-data.prepaid,משלם מראש,מְשֻׁלָּם מֵרֹאשׁ,meshulam merosh,meʃulˈam meʁˈoʃ,paid in advance,2,he-agent-v1;ipa=bgn
sim-data.roaming,נדידה,נְדִידָה,nedida,nedidˈa,wandering -- the standard Hebrew term,2,he-agent-v1;ipa=bgn
etiquette.is-this-allowed,זה מתר?,זֶה מֻתָּר?,ze mutar?,zˈe mutˈaʁ,is this permitted?,2,he-agent-v1;ipa=bgn
etiquette.is-tipping-expected,מצפה להשאיר טיפ?,מְצֻפֶּה לְהַשְׁאִיר טִיפּ?,metsupe lehash’ir tip?,metsupˈe lehaʃˈiʁ tˈip,is leaving a tip expected?,2,he-agent-v1;ipa=bgn
etiquette.is-service-included,השרות כלול?,הַשֵּׁרוּת כׇּלוּל?,hasherut kolul?,haʃeʁˈut kolˈul,is the service included?,2,he-agent-v1;ipa=bgn
etiquette.may-i-enter,אפשר להכנס?,אֶפְשָׁר לְהִכָּנֵס?,efshar lehikanes?,efʃˈaʁ lehikanˈes,is it possible to enter?,2,he-agent-v1;ipa=bgn
etiquette.remove-shoes,צריך להוריד נעלים?,צָרִיךְ לְהוֹרִיד נַעֲלַיִם?,tsarikh lehorid na‘aláyim?,tsaʁˈix lehoʁˈid naalˈajim,is it necessary to take off shoes?,2,he-agent-v1;ipa=bgn
etiquette.photo-of-you,אפשר לצלם אותך?,אֶפְשָׁר לְצַלֵּם אוֹתְךָ?,efshar letsalem otkha?,efʃˈaʁ letsalˈem otxˈa,to a man; to a woman otakh,2,he-agent-v1;ipa=bgn
etiquette.may-i-sit-here,אפשר לשבת כאן?,אֶפְשָׁר לָשֶׁבֶת כָּאן?,efshar lashévet kan?,efʃˈaʁ laʃˈevet kˈan,,2,he-agent-v1;ipa=bgn
etiquette.queue-for,זה התור בשביל {}?,זֶה הַתּוֹר בִּשְׁבִיל {}?,ze hator bishvil {}?,zˈe hatˈoʁ biʃvˈil {},is this the queue for {}?,2,he-agent-v1;ipa=bgn
etiquette.dressed-appropriately,הלבוש שלי מתאים כאן?,הַלְּבוּשׁ שֶׁלִּי מַתְאִים כָּאן?,halvush sheli mat’im kan?,halvˈuʃ ʃelˈi matˈim kˈan,is my clothing suitable here?,2,he-agent-v1;ipa=bgn
etiquette.did-not-mean-to-offend,לא התכוונתי לפגע,לֹא הִתְכַּוַּונְתִּי לִפְגֹּעַ,lo hitkavánti lifgóa‘,lˈo hitkavˈanti lifɡˈoa,I did not intend to offend,2,he-agent-v1;ipa=bgn
etiquette.what-is-customary,מה מקבל כאן?,מָה מְקֻבָּל כָּאן?,ma mequbal kan?,mˈa mekubˈal kˈan,what is accepted here?,2,he-agent-v1;ipa=bgn
etiquette.keep-the-change,העדף בשבילך,הָעֹדֶף בִּשְׁבִילְךָ,ha‘ódef bishvilkha,haˈodef biʃvilxˈa,the change is for you,2,he-agent-v1;ipa=bgn
children.cannot-find-my-child,אני לא מוצא את הילד שלי,אֲנִי לֹא מוֹצֵא אֶת הַיֶּלֶד שֶׁלִּי,ani lo motse et hayéled sheli,anˈi lˈo motsˈe ˈet hajˈeled ʃelˈi,I do not find my child -- he is missing now,2,he-agent-v1;ipa=bgn
children.make-an-announcement,אפשר להכריז ברמקול?,אֶפְשָׁר לְהַכְרִיז בָּרַמְקוֹל?,efshar lehakhriz baramqol?,efʃˈaʁ lehaxʁˈiz baʁamkˈol,can an announcement be made on the loudspeaker?,2,he-agent-v1;ipa=bgn
children.child-age,הילד שלי בן {},הַיֶּלֶד שֶׁלִּי בֶּן {},hayéled sheli ben {},hajˈeled ʃelˈi bˈen {},"my child is {} -- of a girl, bat",2,he-agent-v1;ipa=bgn
children.high-chair,יש כסא לתינוק?,יֵשׁ כִּסֵּא לְתִינוֹק?,yesh kise letinoq?,jˈeʃ kisˈe letinˈok,is there a chair for a baby?,2,he-agent-v1;ipa=bgn
children.baby-changing-room,איפה חדר החתלה?,אֵיפֹה חֲדַר הַחְתָּלָה?,éyfo ẖadar haẖtala?,ˈejfo xadˈaʁ haxtalˈa,,2,he-agent-v1;ipa=bgn
children.childrens-menu,יש תפריט לילדים?,יֵשׁ תַּפְרִיט לִילָדִים?,yesh tafrit liladim?,jˈeʃ tafʁˈit liladˈim,,2,he-agent-v1;ipa=bgn
children.suitable-for-children,זה מתאים לילדים?,זֶה מַתְאִים לִילָדִים?,ze mat’im liladim?,zˈe matˈim liladˈim,is this suitable for children?,2,he-agent-v1;ipa=bgn
children.minimum-age,מה גיל המינימום?,מָה גִּיל הַמִּינִימוּם?,ma gil hamínimum?,mˈa ɡˈil hamˈinimum,what is the minimum age?,2,he-agent-v1;ipa=bgn
children.do-children-pay,ילדים משלמים?,יְלָדִים מְשַׁלְּמִים?,yeladim meshalmim?,jeladˈim meʃalmˈim,do children pay?,2,he-agent-v1;ipa=bgn
children.crib,יש מיטת תינוק?,יֵשׁ מִיטַּת תִּינוֹק?,yesh mitat tinoq?,jˈeʃ mitˈat tinˈok,is there a baby bed?,2,he-agent-v1;ipa=bgn
children.warm-this-bottle,אפשר לחמם את הבקבוק?,אֶפְשָׁר לְחַמֵּם אֶת הַבַּקְבּוּק?,efshar leẖamem et habaqbuq?,efʃˈaʁ lexamˈem ˈet habakbˈuk,can the bottle be warmed?,2,he-agent-v1;ipa=bgn
children.car-seat,אנחנו צריכים כסא בטיחות לילדים,אֲנַחְנוּ צְרִיכִים כִּסֵּא בְּטִיחוּת לִילָדִים,anáẖnu tserikhim kise betiẖut liladim,anˈaxnu tseʁixˈim kisˈe betixˈut liladˈim,we need a safety seat for children,2,he-agent-v1;ipa=bgn
children.stroller,עגלת תינוק,עֲגָלַת תִּינוֹק,‘agalat tinoq,aɡalˈat tinˈok,,2,he-agent-v1;ipa=bgn
children.playground,יש גן שעשועים?,יֵשׁ גַּן שַׁעֲשׁוּעִים?,yesh gan sha‘ashu‘im?,jˈeʃ ɡˈan ʃaaʃuˈim,,2,he-agent-v1;ipa=bgn
communication.please-write-it-in-roman-letters,אפשר לכתב את זה באותיות לטיניות?,אֶפְשָׁר לִכְתֹּב אֶת זֶה בְּאוֹתִיּוֹת לָטִינִיּוֹת?,efshar likhtov et ze beotiyot latiniyot?,efʃˈaʁ lixtˈov ˈet zˈe beotijˈot latinijˈot,in Latin letters,2,he-scope-v1;ipa=bgn
social-basics.politeness-particles,"נימוס בתאית נשען על מילית בסוף המשפט: גבר מוסיף khrap ואישה kha. בשאלה הגבר נשאר עם khrap והאישה אומרת kha בטון עולה. השורות בכרטיס הזה נכתבו בלי המילית, כי הצורה הנכונה תלויה במי שמדבר; הוסיפו אותה בעצמכם.",,,,,2,he-notes-v1
