concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
hotel-basics.i-would-like-a-quiet-room,مجھے پرسکون کمرہ چاہیے,مجھے ایسا کمرہ چاہیے جہاں شور نہ ہو,mujhe pursukūn kamra chāhiye,mˌʊɟʰeː pˌʊɾsʊkˈuːn kˈʌməɾa cˈaːhjeː,,2,ur-agent-v1;ipa=espeak
hotel-basics.is-there-a-washing-machine,کیا واشنگ مشین ہے؟,,kyā wāshing mashīn hai?,kjˈaː ʋaːʃˈʌnɡ məʃˈiːn hɛ,,2,ur-agent-v1;ipa=espeak
hotel-basics.is-wi-fi-free,کیا وائی فائی مفت ہے؟,,kyā wā’ī fā’ī muft hai?,kjˈaː ʋˈaːi fˈaːi mˈʊft hɛ,,2,ur-agent-v1;ipa=espeak
hotel-basics.how-much-per-night,ایک رات کا کتنا ہے؟,ایک رات کا کرایہ کتنا ہے؟,ek rāt kā kitnā hai?,ˈeːk ɾˈaːt kaː kˈɪtnaː hɛ,,2,ur-agent-v1;ipa=espeak
hotel-basics.is-breakfast-included,کیا ناشتہ شامل ہے؟,,kyā nāshta shāmil hai?,kjˈaː nˈaːʃta ʃˈaːmɪl hɛ,,2,ur-agent-v1;ipa=espeak
hotel-basics.may-i-see-the-room,کیا میں کمرہ دیکھ سکتا ہوں؟,,kyā maiñ kamra dekh saktā hūñ?,kjˈaː mˈẽ kˈʌməɾa dˈeːkʰ sˈʌktˌaː hũː,,2,ur-agent-v1;ipa=espeak
hotel-basics.for-nights,{} رات کے لیے,,{} rāt ke liye,{} ɾˈaːt keː lˈiːeː,,2,ur-agent-v1;ipa=espeak
hotel-basics.two-beds,دو الگ بیڈ چاہیے,دو سنگل بیڈ چاہیے,do alag beḍ chāhiye,dˈoː ˈaləɡ bˈeːɖ cˈaːhjeː,,2,ur-agent-v1;ipa=espeak
hotel-basics.is-there-air-conditioning,کیا اے سی ہے؟,کیا کمرے میں اے سی ہے؟,kyā e sī hai?,kjˈaː ˈeː sˈiː hɛ,,2,ur-agent-v1;ipa=espeak
hotel-requests.can-i-check-out-later,کیا دیر سے چیک آؤٹ ہو سکتا ہے؟,,kyā der se chek ā’ūṭ ho saktā hai?,kjˈaː dˈeːɾ seː cˈeːk aːˈoːʈ hˈoː sˈʌktˌaː hɛ,,2,ur-agent-v1;ipa=espeak
hotel-requests.what-time-does-breakfast-start,ناشتہ کتنے بجے شروع ہوتا ہے؟,,nāshta kitne baje shurū hotā hai?,nˈaːʃta kˈɪtneː bˈʌɟeː ʃˈʊɾuː hˈoːtaː hɛ,,2,ur-agent-v1;ipa=espeak
hotel-requests.can-i-store-my-luggage,کیا میں سامان یہاں رکھ سکتا ہوں؟,,kyā maiñ sāmān yahāñ rakh saktā hūñ?,kjˈaː mˈẽ saːmˈaːn jˈʌhãː ɾˈʌkʰ sˈʌktˌaː hũː,,2,ur-agent-v1;ipa=espeak
hotel-requests.no-housekeeping,کمرے کی صفائی نہیں چاہیے,,kamre kī safā’ī nahīñ chāhiye,kˈʌmɾˌeː ki səfˈaːi nahˈĩː cˈaːhjeː,,2,ur-agent-v1;ipa=espeak
hotel-requests.another-towel-please,ایک اور تولیہ دیجیے,,ek aur tauliya dījiye,ˈeːk ɔɾ toːlˈiːa diɟˈiːeː,,2,ur-agent-v1;ipa=espeak
hotel-requests.what-time-is-check-out,چیک آؤٹ کتنے بجے ہے؟,,chek ā’ūṭ kitne baje hai?,cˈeːk aːˈoːʈ kˈɪtneː bˈʌɟeː hɛ,,2,ur-agent-v1;ipa=espeak
hotel-requests.can-i-check-in-early,کیا جلدی چیک ان ہو سکتا ہے؟,,kyā jaldī chek in ho saktā hai?,kjˈaː ɟˈʌldˌiː cˈeːk ɪn hˈoː sˈʌktˌaː hɛ,,2,ur-agent-v1;ipa=espeak
hotel-requests.another-night,کیا میں ایک رات اور رک سکتا ہوں؟,,kyā maiñ ek rāt aur ruk saktā hūñ?,kjˈaː mˈẽ ˈeːk ɾˈaːt ɔɾ ɾˈʌk sˈʌktˌaː hũː,,2,ur-agent-v1;ipa=espeak
hotel-requests.is-there-a-safe,کیا لاکر ہے؟,کیا سیف ہے؟,kyā lākar hai?,kjˈaː lˈaːkəɾ hɛ,"lākar, 'locker', is what Pakistani hotels call the in-room safe",2,ur-agent-v1;ipa=espeak
hotel-requests.another-blanket,ایک اور کمبل دیجیے,,ek aur kambal dījiye,ˈeːk ɔɾ kˈʌmbəl diɟˈiːeː,,2,ur-agent-v1;ipa=espeak
hotel-requests.wake-up-call,مجھے {} بجے جگا دیجیے,,mujhe {} baje jagā dījiye,mˌʊɟʰeː {} bˈʌɟeː ɟˈʌɡaː diɟˈiːeː,,2,ur-agent-v1;ipa=espeak
room-problems.there-is-a-problem-with-the-room,کمرے میں ایک مسئلہ ہے,کمرے میں ایک خرابی ہے,kamre meñ ek mas’ala hai,kˈʌmɾˌeː mˈẽ ˈeːk mˈʌsəla hɛ,,2,ur-agent-v1;ipa=espeak
room-problems.the-air-conditioning-is-broken,اے سی کام نہیں کر رہا,,e sī kām nahīñ kar rahā,ˈeː sˈiː kˈaːm nahˈĩː kaɾ ɾˈʌhaː,,2,ur-agent-v1;ipa=espeak
room-problems.there-is-no-hot-water,گرم پانی نہیں آ رہا,,garam pānī nahīñ ā rahā,ɡˈaɾm pˈaːni nahˈĩː ˈaː ɾˈʌhaː,,2,ur-agent-v1;ipa=espeak
room-problems.can-i-change-rooms,کیا کمرہ بدلا جا سکتا ہے؟,,kyā kamra badlā jā saktā hai?,kjˈaː kˈʌməɾa bˈʌdlˌaː ɟˈaː sˈʌktˌaː hɛ,,2,ur-agent-v1;ipa=espeak
room-problems.the-room-is-too-noisy,کمرے میں بہت شور ہے,,kamre meñ bahut shor hai,kˈʌmɾˌeː mˈẽ bˈahʊt ʃˈoːɾ hɛ,,2,ur-agent-v1;ipa=espeak
room-problems.the-key-does-not-work,چابی کام نہیں کر رہی,کارڈ کام نہیں کر رہا,chābī kām nahīñ kar rahī,cˈaːbi kˈaːm nahˈĩː kaɾ ɾˈʌhi,,2,ur-agent-v1;ipa=espeak
room-problems.the-toilet-will-not-flush,فلش کام نہیں کر رہا,,flash kām nahīñ kar rahā,fˈʌləʃ kˈaːm nahˈĩː kaɾ ɾˈʌhaː,,2,ur-agent-v1;ipa=espeak
room-problems.the-light-does-not-work,بتی نہیں جل رہی,لائٹ نہیں جل رہی,battī nahīñ jal rahī,bˈʌti nahˈĩː ɟˈʌl ɾˈʌhi,,2,ur-agent-v1;ipa=espeak
room-problems.please-send-someone,کسی کو ٹھیک کرنے کے لیے بھیجیے,,kisī ko ṭhīk karne ke liye bhejiye,kˈɪsi kˈoː ʈʰˈiːk kˌaɾneː keː lˈiːeː bʰˈeːɟjeː,,2,ur-agent-v1;ipa=espeak
room-problems.the-heating-does-not-work,ہیٹر کام نہیں کر رہا,,hīṭar kām nahīñ kar rahā,hˈeːʈəɾ kˈaːm nahˈĩː kaɾ ɾˈʌhaː,,2,ur-agent-v1;ipa=espeak
laundry.please-wash-these-clothes,یہ کپڑے دھلوا دیجیے,,yih kapṛe dhulwā dījiye,jeːh kˈʌpɽˌeː dʰˈʌlʋaː diɟˈiːeː,,2,ur-agent-v1;ipa=espeak
laundry.where-is-a-laundromat,لانڈری کہاں ہے؟,دھوبی کہاں ملے گا؟,lānḍrī kahāñ hai?,lˈaːnɖəɾˌiː kˈʌhãː hɛ,self-service laundromats are rare in Pakistan; a lānḍrī shop or a dhobī does wash-and-fold,2,ur-agent-v1;ipa=espeak
laundry.when-will-it-be-ready,کب تیار ہو گا؟,,kab taiyār ho gā?,kˈʌb tˌaiˈaːɾ hˈoː ɡaː,,2,ur-agent-v1;ipa=espeak
laundry.how-much-per-kilo,ایک کلو کا کتنا ہے؟,,ek kilo kā kitnā hai?,ˈeːk kˈɪloː kaː kˈɪtnaː hɛ,"Pakistani laundries usually charge per garment, not by weight",2,ur-agent-v1;ipa=espeak
laundry.can-it-be-ready-today,کیا آج تیار ہو جائے گا؟,,kyā āj taiyār ho jā’e gā?,kjˈaː ˈaːɟ tˌaiˈaːɾ hˈoː ɟˈaːeː ɡaː,,2,ur-agent-v1;ipa=espeak
laundry.please-do-not-use-bleach,بلیچ نہ لگائیے,,blīch na lagā’iye,bəlˈiːc nˈa ləɡˈaːjeː,,2,ur-agent-v1;ipa=espeak
laundry.laundromat,لانڈری,,lānḍrī,lˈaːnɖəɾˌiː,,2,ur-agent-v1;ipa=espeak
laundry.please-iron-this,اسے پریس کر دیجیے,اس پر استری کر دیجیے,ise pres kar dījiye,ˌɪseː pɾˈeːs kaɾ diɟˈiːeː,,2,ur-agent-v1;ipa=espeak
laundry.detergent,واشنگ پاؤڈر,سرف,wāshing pā’ūḍar,ʋaːʃˈʌnɡ paːˈoːɖəɾ,"sarf, from the Surf brand, is the everyday generic word",2,ur-agent-v1;ipa=espeak
laundry.dry-cleaning,ڈرائی کلیننگ,,ḍrā’ī klīning,ɖəɾˈaːi kˌəlinˈʌnɡ,,2,ur-agent-v1;ipa=espeak
laundry.dryer,ڈرائر,کپڑے سکھانے والی مشین,ḍrā’ir,ɖəɾˈaɪɾ,,2,ur-agent-v1;ipa=espeak
laundry.coin-operated,سکہ ڈال کر چلائیں,,sikka ḍāl kar chalā’eñ,sˈɪka ɖˈaːl kaɾ cəlˈaːẽː,insert a coin to run it; coin-operated machines are rare in Pakistan,2,ur-agent-v1;ipa=espeak
